Ciclo: 5
3:,-,-,-,-,-,-,-,-,-,-,
2:,-,-,-,-,-,-,-,-,-,-,
1:,X,X,-,X,X,X,X,-,-,-,

Ciclo: 155
5:,-,-,-,-,-,-,-,-,-,-,
4:,-,-,-,-,-,-,-,-,-,-,
3:,-,-,-,-,-,-,-,-,-,-,
2:,-,-,-,-,-,-,-,-,-,-,
1:,X,X,-,X,-,X,X,-,-,-,

Ciclo: 160
5:,-,-,-,-,-,-,-,-,-,-,
4:,-,-,-,-,-,-,-,-,-,-,
3:,-,-,-,-,-,-,-,-,-,-,
2:,X,-,-,-,-,-,-,-,-,-,
1:,X,X,X,X,-,X,-,-,-,-,

Ciclo: 165
5:,-,-,-,-,-,-,-,-,-,-,
4:,-,-,-,-,-,-,-,-,-,-,
3:,-,-,-,-,-,-,-,-,-,-,
2:,X,-,-,-,-,-,-,-,-,-,
1:,X,X,X,X,X,X,-,-,-,-,

Ciclo: 170
5:,-,-,-,-,-,-,-,-,-,-,
4:,-,-,-,-,-,-,-,-,-,-,
3:,-,-,-,-,-,-,-,-,-,-,
2:,-,-,-,-,-,-,-,-,-,-,
1:,X,X,X,X,X,-,-,-,-,-,

Ciclo: 175
5:,-,-,-,-,-,-,-,-,-,-,
4:,-,-,-,-,-,-,-,-,-,-,
3:,-,-,-,-,-,-,-,-,-,-,
2:,-,-,-,-,-,-,-,-,-,-,
1:,X,X,X,X,X,-,-,-,-,-,

Ciclo: 180
5:,-,-,-,-,-,-,-,-,-,-,
4:,-,-,-,-,-,-,-,-,-,-,
3:,-,-,-,-,-,-,-,-,-,-,
2:,-,-,-,-,-,-,-,-,-,-,
1:,X,X,X,X,X,-,-,-,-,-,

Ciclo: 185
5:,-,-,-,-,-,-,-,-,-,-,
4:,-,-,-,-,-,-,-,-,-,-,
3:,X,-,-,-,-,-,-,-,-,-,
2:,-,-,-,-,-,-,-,-,-,-,
1:,X,X,X,X,-,X,-,-,-,-,

Ciclo: 190
5:,-,-,-,-,-,-,-,-,-,-,
4:,-,-,-,-,-,-,-,-,-,-,
3:,X,-,-,-,-,-,-,-,-,-,
2:,-,-,-,-,-,-,-,-,-,-,
1:,X,-,-,X,-,X,-,-,-,-,

Ciclo: 195
5:,-,-,-,-,-,-,-,-,-,-,
4:,-,-,-,-,-,-,-,-,-,-,
3:,X,-,-,-,-,-,-,-,-,-,
2:,-,-,-,-,-,-,-,-,-,-,
1:,X,-,-,X,-,X,-,-,-,-,

Ciclo: 200
5:,-,-,-,-,-,-,-,-,-,-,
4:,-,-,-,-,-,-,-,-,-,-,
3:,X,-,-,-,-,-,-,-,-,-,
2:,-,-,-,-,-,-,-,-,-,-,
1:,X,X,X,X,-,X,-,-,-,-,

